name,latitude,longitude,type
"Wesley Primary School, Erufu-Ogijo",6.748400,3.495200,school
"Community Primary School, Onipetesi",6.746700,3.283500,school
"St. John'S Anglican Primary School, Ode-Lemo",6.745900,3.663200,school
"Community Primary School, David Camp",6.742600,3.278000,school
St. Saviours Anglican Primary School Ii Ijoko,6.742499,3.254694,school
"Ebenezer African Church Primary School, Ijoko",6.742114,3.263073,school
"Nawair Ud Deen Primary School, Ijoko-Ota",6.740200,3.260700,school
"Nawair Ud Deen Primary School, Ijoko",6.736800,3.260300,school
"Local Government Primary School, Ajeregun",6.734800,3.487200,school
"Our Savior /Mary Primary School, Odokwu",6.734200,3.981700,school
"St. Peter'S Anglican Primary School, Tomoba",6.732500,3.848300,school
"United African Methodist Church, Eleja, Iraye",6.729700,3.585900,school
"Local Government Primary School, Orudu Oluwo",6.728400,3.328900,school
"Local Government Primary School Iii, Ijako Ota",6.726000,3.219900,school
"St. Alloysius Catholic. Pry School, Iloti.",6.725700,3.999200,school
"United African Primary School, Ajibode Konifewo",6.725700,3.195300,school
"Community Primary School, Legun",6.725300,3.348400,school
"Community Primary School, Abudu",6.724000,3.218900,school
St. Paul'S African Church Primary School Ilogbo Ota,6.723700,3.162900,school
"St. Paul'S African Church Primary School I, Ilogbo Ota",6.723600,3.162900,school
Imoro Ogijo Comm. Primary School Ogijo,6.722676,3.498976,school
Community Primary School New-Lemode,6.722100,3.288100,school
"Community Primary School, Warewa",6.716500,3.297600,school
"Community Primary School, Olaogun",6.716400,3.297800,school
"Community Primary School, Onibudo",6.716200,3.353743,school
African Church Primary School I Okungbolu,6.714444,3.306240,school
"African Church School Ii, Okungbolu",6.714400,3.306300,school
"St. Patrick'S Catholic Primary School, Isiwo",6.713600,3.962100,school
"St.John'S African Church Primary School, Itoki",6.712600,3.287700,school
"Ebenezer African Church Primary School Ii, Ewupe Ota",6.712400,3.196600,school
"All Saints Primary School, Araromi Ota",6.712100,3.075700,school
"Community Primary School, Olambe",6.711600,3.307000,school
St. Saviour'S Anglican Primary School Ijoko,6.711500,3.230600,school
"Community Primary School,Iloye",6.711504,3.265228,school
"Community Primary School, Adiyan",6.711100,3.306600,school
"Local Government Primary School Iii, Sango Ota",6.709000,3.237000,school
"Local Government Primary School Iv, Sango Ota",6.708700,3.236300,school
"Christ Church Primary School, Isiwo",6.706100,3.960300,school
"Local Government Primary School Ii, Sango Ota",6.705700,3.244100,school
"St. John'S Anglican Primary School Iii, Ogijo",6.705100,3.511000,school
"St. John'S Anglican Primary School I, Ogijo",6.704600,3.511300,school
"Christ Church School, Olomu-Ifo",6.704500,3.381900,school
"Community Primary School, Araromi Oke-Aro",6.704400,3.320200,school
"St. John'S Anglican Primary School Ii, Ogijo",6.704400,3.511500,school
"Community Primary School, Akeredolu",6.702200,3.355400,school
"Community Primary School, Temidire",6.701800,3.341600,school
"Community School, Moboluwaduro",6.699700,3.303300,school
St. Micheal African Church Primary School Ii Ota,6.696131,3.238124,school
"Ansar Ud Deen Practising Primary School I, Ota",6.695543,3.237033,school
St. Micheal African Church Primary School I Ota,6.694808,3.236636,school
"Local Government Primary School, Kajola - Iboro",6.694700,3.058200,school
"Community Primary School, Akera",6.693000,3.286200,school
"Zion African Church Primary School, Otun",6.692000,3.367400,school
St. Peter'S Roman Catholic Mission Primary School Sch Ii Ota,6.690100,3.238400,school
"Community Primary School, Aboro",6.689900,3.294000,school
"Zion Methodist Primary School Ii, Ota",6.689100,3.229400,school
"Zion Methodist Primary School I, Ota",6.688800,3.229400,school
"Africa Church Primary School, Oluwanisola Ota",6.688600,3.022400,school
"Community Primary School, Ilupeju",6.687600,3.331700,school
"Oba Moshood Oyede Community Primary School, Onipanu",6.687423,3.204204,school
St. Paul'S (Rcm) Primary School Igode,6.686300,3.580000,school
St. Paul'S (Rcm) Primary School Igode,6.686100,3.579900,school
"Ansarudeen Primary School, Imushin-Ogijo",6.685900,3.503600,school
"St. Paul'S African Church School I, Agbado",6.685500,3.290400,school
"Local Government Primary School, Ilewo Alaga",6.684800,3.085200,school
"Nawair-Ur-Deen Primary School, I Agbado",6.684600,3.299700,school
"Nawair-Ur-Deen Primary School, Ii Agbado",6.684400,3.299900,school
"Zumuratul Islamiyyah Primary School, Ii Akute",6.684100,3.369000,school
"St. Paul'S African Church Primary School, Agbado",6.683900,3.298000,school
St. James Anglican Primary School I Iado Odo,6.683600,3.235300,school
"St. James Anglican Primary School Ii, Ado Odo",6.683300,3.237300,school
"St. Paul'S Anglican Primary School, Oluke",6.682900,3.304400,school
"St. Peter'S African Church School, Oke-Aro",6.682900,3.321400,school
"St. Peter School Ii, Oke-Aro",6.682900,3.321400,school
"Local Government Primary School Ii, Otun Ota",6.682100,3.229600,school
"Zion African Church Primary School, Ope-Ilu",6.681900,3.296800,school
"Local Government Primary School, Baale-Akinosi",6.681600,3.352100,school
"Local Government Primary School I, Otun Ota",6.681500,3.229000,school
"Ilupeju Community Primary School Ii, Iyana Iyesi",6.680300,3.184600,school
"Ansar Ud Deen Primary School, Iju Ota",6.678704,3.133608,school
"Nawair Ud Deen Primary School, Iju-Ota",6.678704,3.134508,school
"Methodist Primary School, Oke Ore",6.677800,3.036400,school
"Africa Church Primary School, Liasu Balogun",6.676118,3.223476,school
"Local Government Primary School, Oyero",6.675400,3.126400,school
"Africa Church Central Primary School, Onibuku",6.675300,3.126200,school
African Church Sch Onse-Olose,6.674200,3.057500,school
"Ilupeju Community Primary School I, Iyana Iyesi",6.672500,3.176200,school
St. Peters Primary School Amode-Ota,6.671700,3.044500,school
"Community Primary School, Wasimi Ajibawo",6.671400,3.058100,school
"United African Church Primary School I, Kooko Atan",6.670800,3.090400,school
"Africa Church Primary School, Meesan Ota",6.670500,3.157600,school
"Zumuratul Islamiyyah Primary School, Iii Ishasi",6.669200,3.374400,school
"Local Government Primary School, Joga Owode",6.668200,3.129300,school
"St. Anne'S Catholic Primary School, Irawo",6.665200,4.005400,school
"Community Primary School, Ojo-Ogundele",6.663300,3.360000,school
"Nawair Ud Deen Primary School Ii, Atan Ota",6.662400,3.092800,school
"St. Peter African Church Primary School Ii, Iyesi",6.661600,3.182454,school
"St. Peter African Church Primary School I, Iyesi",6.661100,3.182254,school
"United African Church Primary School Ii, Kooko Atan",6.656600,3.091400,school
"Ebenezer African Church Primary School, Oloparun",6.650800,2.983300,school
"United African Primary School, Ajegunle Ota",6.650500,3.061200,school
"Community Primary, Ojodu Abiodun",6.649000,3.370100,school
Salvation Army Primary School Ijaba-Ota,6.644500,3.171500,school
"Roman Catholic Mission Primary School, Isalu",6.643700,2.941600,school
St. Peters Anglican Primary School Onigbonbo,6.641900,3.087700,school
"Baptist Day Primary School,Olorunleke",6.641000,3.049100,school
United African Methodist School Eleja Dodo,6.640900,3.052500,school
"Baptist Day Primary School, Iloro",6.638100,2.969200,school
St. Peters Anglican Primary School Odan Otun,6.637800,3.207000,school
Local Government Schl Itori-Ota,6.637500,3.155600,school
"Africa Church Primary School, Lemomu",6.634800,3.111700,school
"St. Barnabas' African Church Primary School, Osuke-Ota",6.623000,3.143000,school
"Methodist Primary School, Odugbe",6.617500,3.087300,school
"African Church Primary School,Akoore",6.616100,3.104200,school
"Ansar Ud Deen Primary School I, Alaagba",6.614300,3.225500,school
"Ansar Ud Deen Primary School Ii, Alaagba",6.612800,3.227800,school
"Local Government Primary School, Ore Akinde",6.610000,3.118100,school
"Methodist Primary School, Idobarun",6.609300,2.993700,school
Local Government. School Ketu Adie Owe,6.604200,3.067200,school
"African Church Primary School,Odan Abuja",6.603400,3.196300,school
"Community Primary School, Ijigbo",6.595900,2.954300,school
"Roman Catholic Mission Primary School, Agbari",6.594400,2.935000,school
"Methodist Central Primary School Ii, Ado Odo",6.592300,2.941700,school
"All Saints Primary School, Ado Odo",6.591900,2.939000,school
"Methodist Central Primary School I, Ado Odo",6.591600,2.942200,school
"Ansar Ud Deen Primary School, Ado Odo",6.591500,2.944800,school
"Local Government Primary School, Idolehin",6.591400,2.998800,school
"Salvation Army Primary School,Idoye",6.591000,3.068600,school
"United African Methodist Church Primary School, Ado-Odo",6.588900,2.942400,school
"Local Government Primary School, Ado-Odo",6.588400,2.931400,school
"Community Primary School, Orile Igboko",6.586100,3.074700,school
St. Peters Anglican Primary School Itele-Ota,6.583815,3.191820,school
St. Stephen'S Roman Catholic Mission Primary School Ajogbo Asokere,6.583400,3.023700,school
"Local Government Primary School, Ajerogun",6.581100,3.047900,school
St. Joseph Roman Catholic Mission Primary School Sch Ii Ado Odo,6.580400,2.930600,school
"Nawair Ud Deen Primary School , Ikogbo",6.578900,3.086600,school
"Ansar Ud Deen Primary School,Ewutagbe",6.573400,3.150200,school
"Local Government Primary School, Ayede",6.562200,2.942900,school
"Local Government Primary School, Akasun",6.560700,2.960500,school
"Methodist Primary School, Agboku-Igbekan",6.559200,2.928600,school
"Local Government Primary School, Ipatira",6.553100,3.130400,school
Salvation Army Primary School Egudu-Baale,6.551800,3.044500,school
"African Church Primary School, Bandu",6.547600,2.948300,school
"China-Nigeria Friendship Model Primary School,Igbesa",6.542800,3.129700,school
"Roman Catholic Mission Primary School, Ikoga Ile",6.542300,2.964600,school
St. Peter'S And Paul'S School Eruku,6.541000,3.011900,school
"Salvation Army Primary School Ii, Edu Agbara",6.538477,3.064076,school
"Salvation Army Primary School I, Edu Agbara",6.536185,3.067499,school
"Methodist Primary School, Soki Ere",6.535400,2.898400,school
"Local Government Primary School, Elero Igbesa",6.534079,3.132572,school
"Local Government Primary School, Ijegemo",6.534100,3.023700,school
"All Saints Primary School, Igbesa",6.530500,3.136500,school
Salvation Army Primary School I Igbesa,6.528800,3.134200,school
"United African Methodist Church Primary School, Okanran",6.528645,2.998428,school
"Roman Catholic Mission Primary School, Itire",6.527300,2.926700,school
"Baptist Day Primary School,Igbesa",6.526400,3.142000,school
"Local Government Primary School, Igbe-Igbesa",6.523300,3.140100,school
"Local Government Primary School, Idanyin",6.521200,3.060800,school
"Local Government Primary School, Totowu",6.517477,3.198612,school
"Salvation Army Primary School I, Agbara",6.504784,3.101992,school
St. Thomas Roman Catholic Mission Primary Schoo Idimu,6.596310,3.164930,school
"St. Paul'S Anglican Primary School, Emuren",6.754200,3.647580,school
"St. Paul Primary School, Alagbo Ofin",6.845600,3.647840,school
St. Jude'S Anglican Primary School Itekun,6.517700,3.168870,school
St. Francis Primary School. Fakale,6.757470,3.527760,school
"St. Francis (Rcm) Primary School, Igbosoro",6.698070,3.547240,school
"Otunba Gbenga Daniel Model Primary School, Ewu-Oliwo",6.850330,3.634400,school
"Local Government School, Gaun",6.703320,3.383150,school
"Local Government Primary School, Obeere Atan",6.695840,3.175390,school
"Local Government Primary School, Eriyo Gbaga",6.735830,3.534170,school
"Local Government Primary School Ii, Ijagba",6.843020,3.638410,school
"Ebenezer African Church Primary School, Olorunda Atan",6.731240,3.123970,school
"Ebenezer African Church Primary School I, Ewupe Ota",6.716220,3.202580,school
"Community Primary School, Tigbo",6.736770,3.186160,school
"Atoyo Ogbugba Com. Primary School, Atoyo",6.848020,3.652480,school
"Salvation Army Primary School II, Agbara",6.504376,3.101495,school
St. Joseph Roman Catholic Mission Primary  School 1 Ado Odo,6.580243,2.930820,school
"United African Methodist Church Primary School, Okanran",6.528800,2.997900,school
"African Methodist Church Primary School, Elemoki",6.674700,2.983100,school
COVENANT HALL SCHOOL,6.444310,3.512497,school
"St. Mary's Roman Catholic Mission School III, Ifo",6.812700,3.196800,school
"Local Government Primary School, Adekanmbi",6.683293,3.018268,school
"Ebenezer African Church, Aganna Olorunnda",6.731053,3.123932,school
St. John Anglican School. Mosimi,6.754150,3.550600,school
"Our Lady of Apostles, Epe Garage",6.813120,3.928800,school
"St. Joseph Anglican School, Odonoko",6.744150,4.003100,school
"Community Primary School, Apebi",6.812705,3.926865,school
Akute Grammar School,6.684569,3.361946,school
"IELTS, TOEFL, PTE, GRE, SAT CENTER IN ENUGU",6.458400,7.525122,school
New Haven Primary School,6.457157,7.525215,school
Chisome Tutors,6.459673,7.536035,school
Child's Destiny Academy,6.460355,7.531242,school
City girls College,6.432565,7.502852,school
Queens school,6.434024,7.506589,school
National open university of Nigeria,6.488893,7.499479,school
Godfery Okoye University,6.487405,7.591169,school
Coal City University Enugu,6.461755,7.586601,school
Adorable British College,6.455309,7.557867,school
IMT Campus 3,6.428903,7.517448,school
Maryland secondary school,6.414104,7.512851,school
Rahinna Model School,8.977335,7.558450,school
Iseyin District Grammar School,7.955431,3.615423,school
Abdullahi IBN Masud islamic School,11.828096,13.108769,school
Stars International College,6.626051,3.500598,school
American International School Abuja,9.022538,7.457403,school
Harvase International School,8.994816,7.424255,school
Sarmbridge Academy,8.993580,7.421978,school
ECWA Virtue Academy,8.992287,7.423129,school
Tua Model Schools,4.861168,7.044973,school
NLNG SCHOOL,4.385636,7.181220,school
"Community Primary School, Barayira Tai",4.744223,7.202887,school
Government Day Secondary School,12.498432,4.652439,school
UC Primary School,12.500338,4.646024,school
Heritage Little lambs academy Jos,9.955963,8.854843,school
LOFTY GRIMSHAW MEMORIAL INSTITUTE,9.953979,8.854222,school
"Community LGEA Pry School, Atanda",8.318554,4.735253,school
"Ajio Community Secondary School, Ajio,",6.796695,9.209874,school
"Ojojo Primary School, Warri",5.513839,5.747775,school
"Pessu Primary School, Warri",5.511930,5.763740,school
"Community Secondary School, Korokoro",4.733914,7.311089,school
Dore Numa College Warri,5.507480,5.762391,school
Bright Hope Standard College,4.859416,7.113528,school
Ejona primary school,6.828489,6.595718,school
Oko-Oshimili Pry School,6.788465,6.605160,school
St. Paul Anglican Primary School,8.743192,4.141494,school
Department of Geography and Planning,9.966926,8.879771,school
Professor seddi sabastine Maimako faculty of management sciences,9.965542,8.878779,school
St John's College Jos,9.930610,8.876340,school
ST. Maria Goretti Academy Army engineer Jos,9.973773,8.852562,school
Destiny Model Academy Ajigo,9.971157,8.858990,school
"Ido-Osun High School, Ido-Osun",7.783639,4.490433,school
"Islahudeen Model College, Ido-Osun",7.781503,4.490572,school
"St.Paul Anglican Primary School, Ido-Osun",7.779619,4.488514,school
"Islahudeen Nur & Pri School, Ido-Osun",7.779918,4.487633,school
"Young Tajudeen Primary School, Ido-Osun",7.783579,4.485513,school
"Muslim Model College, Ido-Osun",7.783365,4.486777,school
Nomadic,7.784666,4.486098,school
Nigerian Navy Secondary School,7.126147,3.326850,school
St Leo's College Abeokuta,7.128189,3.328791,school
Catholic Comprehensive High School,7.131995,3.333305,school
"St. George's RCM Primary School, Ofatedo",7.780751,4.502562,school
,7.283135,3.723078,school
,7.285253,3.721458,school
,7.245785,3.660125,school
,6.821002,2.763828,school
,6.911584,4.513040,school
,6.871327,4.488455,school
,6.868838,4.491948,school
,6.868423,4.488261,school
,6.921714,4.386977,school
,6.853984,4.529996,school
,6.856022,4.527690,school
,6.988024,4.448920,school
,6.988110,4.448971,school
,6.989284,4.453477,school
,6.989801,4.448689,school
,6.922971,4.385328,school
,6.968348,4.535204,school
,6.987423,4.490098,school
,6.985442,4.489668,school
,6.794343,2.747566,school
,6.476019,2.858534,school
,5.855272,7.324949,school
,5.863794,7.326991,school
,5.858879,7.326883,school
,5.866760,7.325983,school
,5.852118,7.321432,school
,5.876211,7.332126,school
,5.875969,7.334015,school
,5.847647,7.261516,school
,5.844683,7.259429,school
,5.423241,6.774033,school
,5.426959,6.773578,school
Sheikh Dahiru Usman Bauchi Foundation,8.831406,7.571229,school
"Pilot Science Primary School, Karshi",8.829345,7.567856,school
Karshi Junior Secondary School,8.829663,7.566928,school
,7.404808,3.889035,school
,12.271783,8.920944,school
,11.929998,9.717792,school
,11.948970,9.805123,school
,11.949035,9.805339,school
,11.559242,9.454432,school
,11.558777,9.454470,school
,11.977210,9.381533,school
,11.992856,9.489962,school
,11.993001,9.490487,school
,11.959846,9.445707,school
,11.960164,9.446004,school
,11.916285,9.385025,school
,12.408310,8.990155,school
,12.578844,9.074023,school
,12.574447,9.072543,school
,12.789478,9.198481,school
,12.789780,9.198367,school
,12.548733,8.994417,school
,12.483098,8.958462,school
,12.800655,9.251154,school
,12.564646,9.178797,school
,12.806713,9.300859,school
,12.574600,9.070154,school
,12.781109,9.147664,school
,12.781213,9.147900,school
,5.319308,6.823255,school
,5.319539,6.823304,school
,5.320053,6.822940,school
,5.321586,6.824242,school
,5.317363,6.821370,school
,5.326553,6.821599,school
,5.318370,6.822836,school
,5.313235,6.827138,school
,5.312317,6.831384,school
,12.327539,8.946620,school
,12.326321,8.953868,school
,12.364946,8.948923,school
,12.364698,8.979132,school
,12.365897,8.913412,school
,12.365486,8.913125,school
,12.364461,8.916865,school
,12.366035,8.914240,school
,12.587128,8.838750,school
,12.345300,8.861289,school
,12.345686,8.861655,school
,12.647122,8.734006,school
,12.647068,8.731623,school
,12.653821,8.705836,school
,12.665600,8.802492,school
,12.721655,10.544636,school
,12.721172,10.544124,school
,12.696582,10.506329,school
,12.665644,8.800177,school
,12.666994,8.802961,school
,12.720657,10.545975,school
,12.901542,10.003511,school
,12.902932,10.003963,school
,12.929960,9.970987,school
,12.949144,9.974489,school
,12.968731,10.017839,school
,10.957202,10.157949,school
,10.959085,10.160000,school
,10.967441,10.148610,school
,10.969454,10.151231,school
,10.970210,10.151334,school
,11.019850,10.079177,school
,11.075487,10.162372,school
,11.072540,10.162722,school
,11.073614,10.164665,school
,11.343063,9.386764,school
,11.340932,9.383276,school
,11.342132,9.382663,school
,11.341312,9.382694,school
,11.341030,9.381286,school
,11.340298,9.380975,school
,11.342046,9.381446,school
,11.342663,9.384803,school
,11.326373,9.463202,school
,11.326398,9.463475,school
,11.325447,9.464003,school
,11.326489,9.464651,school
,11.559206,9.454877,school
,11.362276,9.442306,school
,11.361810,9.438613,school
,11.362704,9.441404,school
,11.363627,9.443284,school
,11.959847,9.449640,school
,11.988598,9.490711,school
,11.990161,9.491632,school
,11.912078,9.351448,school
,11.910672,9.351329,school
,11.911406,9.352225,school
,11.948889,9.807421,school
,11.948421,9.805927,school
,11.927831,9.718244,school
,12.574378,9.072345,school
,12.808773,9.301192,school
,12.566277,9.178625,school
,12.801635,9.251655,school
,12.780007,9.145575,school
,12.790960,9.198180,school
,12.481450,8.959878,school
,12.482192,8.959868,school
,6.581349,4.977242,school
,6.927050,4.791989,school
,6.930159,4.794664,school
,6.894509,4.786531,school
,6.965489,4.720611,school
,6.966469,4.714823,school
,6.965507,4.720625,school
,6.982529,5.103044,school
,7.354497,4.941472,school
,6.965644,4.714553,school
,6.812591,4.514850,school
,6.812509,4.515273,school
,6.771060,4.458012,school
,6.924912,4.793342,school
,6.770357,4.454444,school
,6.769264,4.454203,school
,6.770592,4.455178,school
,6.937398,4.777728,school
,6.935915,4.779668,school
,6.813927,4.518972,school
,6.809505,4.516680,school
,6.828771,4.551008,school
,6.828905,4.558850,school
,6.828930,4.550143,school
,6.829119,4.549733,school
,6.618732,5.015506,school
,6.624706,5.015283,school
,6.621907,5.015433,school
,6.624391,5.018957,school
,6.624048,5.020114,school
,6.627220,5.015623,school
,6.621869,5.019128,school
,6.626456,5.017588,school
,6.816737,5.120955,school
,6.636965,4.966829,school
,6.640985,4.969364,school
,6.640969,4.969070,school
,6.633082,4.972142,school
,6.826703,5.120966,school
,6.820041,5.119720,school
,6.822685,5.119777,school
,6.824975,5.120604,school
,7.298298,4.916090,school
,7.006772,5.016985,school
,7.003677,5.015758,school
,7.359049,4.944872,school
,7.355107,4.941392,school
,6.780190,4.481830,school
,6.780913,4.481604,school
,6.776782,4.479718,school
,6.779175,4.481570,school
,7.301914,4.911717,school
,7.295434,4.911433,school
,7.303169,4.911631,school
,6.915385,4.642633,school
,6.914641,4.643674,school
,8.162596,4.069043,school
,8.236753,4.071946,school
,8.232772,4.073488,school
,7.699087,3.652523,school
,8.193679,4.010748,school
,8.194100,4.010186,school
,8.350884,4.081946,school
,8.236054,4.072284,school
,8.232141,4.074411,school
,8.324122,4.054456,school
,8.323743,4.055982,school
,8.324549,4.053413,school
,8.164739,4.066526,school
,8.149872,4.002970,school
,8.157981,4.001561,school
,8.189735,4.014017,school
,8.188277,4.012484,school
,8.191106,4.013996,school
,8.162273,4.005729,school
,8.156396,4.001713,school
,8.150987,4.005257,school
,8.454885,4.242295,school
,7.607010,3.709248,school
,7.608930,3.708632,school
,8.252292,4.080133,school
,8.255616,4.081299,school
,7.595914,3.732126,school
,8.824980,3.412486,school
,8.424125,4.132686,school
,8.391961,4.070081,school
,7.602618,3.597935,school
,8.421723,4.131100,school
,8.241343,4.008050,school
,8.454498,4.242571,school
,8.461655,4.241543,school
,8.428862,4.267037,school
,8.431441,4.265279,school
,8.428447,4.267123,school
,8.226551,3.977818,school
,8.285928,4.107987,school
,8.280176,4.079663,school
,8.240477,4.005840,school
,7.852404,3.188077,school
,8.282775,2.998063,school
,8.280800,2.995688,school
,7.850222,3.225634,school
,7.876396,3.150326,school
,7.879829,3.147480,school
,7.881803,3.145977,school
,8.280542,2.998851,school
,8.677019,3.136754,school
,8.305429,3.028529,school
,7.844029,3.226595,school
,7.828601,3.220075,school
,7.841531,3.222018,school
,7.837843,3.224209,school
,7.831700,3.224658,school
,7.794086,3.122037,school
,7.791809,3.121505,school
,7.772916,3.207101,school
,7.735459,3.099228,school
,7.732538,3.101387,school
,8.796181,3.161588,school
,8.629744,3.039046,school
,8.058731,2.964318,school
,8.568180,2.873320,school
,8.570623,2.918649,school
,8.734503,3.299538,school
,8.559752,2.765793,school
,8.562630,2.759736,school
,11.498032,8.022750,school
,8.626957,3.039622,school
,8.491437,3.537682,school
,8.489209,3.541599,school
,11.497154,8.046303,school
,11.498510,8.045224,school
,11.495688,8.046837,school
,11.498234,8.043100,school
,12.442633,8.708972,school
,12.444012,8.708170,school
,11.485768,8.066527,school
,11.486265,8.066542,school
,11.486482,8.065530,school
,12.292461,8.732356,school
,11.539947,8.074651,school
,11.343356,8.760747,school
,11.498976,8.044203,school
,11.498213,8.045799,school
,11.496917,8.045696,school
,11.499124,8.046124,school
,12.429736,8.677346,school
,11.540344,8.076093,school
,11.538418,8.071481,school
,11.539466,8.073192,school
,11.538272,8.071531,school
,12.516399,8.630908,school
,12.516751,8.630519,school
,12.515472,8.632226,school
,12.515429,8.631364,school
,12.398262,8.707963,school
,12.198490,8.766332,school
,12.198818,8.765344,school
,11.290820,8.740521,school
,11.213545,8.765861,school
,11.209727,8.765048,school
,11.351605,8.572026,school
,11.280224,8.732490,school
,11.211293,8.764824,school
,11.212985,8.766441,school
,11.250834,8.809530,school
,11.248506,8.808912,school
,11.250725,8.809590,school
,11.360936,8.792516,school
,11.360519,8.789713,school
,11.366302,8.593043,school
,11.366601,8.601367,school
,4.685023,7.561580,school
,4.763517,7.558499,school
,4.755605,7.581659,school
,4.764864,7.588715,school
,4.689338,7.584134,school
,5.447080,6.417054,school
,5.482118,7.714524,school
,5.483049,7.715180,school
,5.985187,6.608651,school
,5.981877,6.609382,school
,5.978425,6.609187,school
,5.459706,6.431695,school
,5.464134,6.412712,school
,5.461665,6.415858,school
,5.819264,6.531804,school
,5.818068,6.533989,school
,4.682823,6.117820,school
,5.500140,6.483483,school
,4.703133,5.999213,school
,4.703247,5.998397,school
,4.710308,5.999897,school
,4.706362,6.089261,school
,4.697115,6.087441,school
,4.697712,6.087680,school
,5.315077,6.454066,school
,5.313927,6.454399,school
,4.701212,6.028625,school
,4.701207,6.029846,school
,4.701325,6.028628,school
,4.703830,6.027593,school
,4.761295,6.230092,school
,4.818239,6.159142,school
,4.817118,6.160285,school
,4.819418,6.153618,school
,4.817295,6.162130,school
,4.820466,6.164137,school
,4.817909,6.158439,school
,4.815390,6.160669,school
,4.829993,6.114860,school
,4.830398,6.114215,school
,5.026937,6.064673,school
,4.922372,6.059389,school
,4.880400,6.126723,school
,4.878807,6.122436,school
,4.881319,6.125958,school
,4.878613,6.122286,school
,5.027355,6.065550,school
,4.761845,6.230842,school
,5.314679,6.470636,school
,5.314084,6.469572,school
,4.805982,6.079386,school
,4.811093,6.081624,school
,4.809862,6.080509,school
,4.811172,6.081566,school
,4.800457,6.078906,school
,4.801534,6.078255,school
,4.805838,6.079375,school
,5.241149,6.542374,school
,5.240774,6.542360,school
,5.238345,6.532169,school
,4.741364,6.132529,school
,4.743035,6.126572,school
,4.741462,6.127996,school
,4.743345,6.126985,school
,4.742252,6.132937,school
,4.712917,6.141429,school
,4.713723,6.142077,school
,5.308669,6.439681,school
,5.307943,6.438973,school
,5.239276,6.537028,school
,5.237078,6.531180,school
,5.237979,6.532791,school
,5.238112,6.532979,school
,5.241948,6.532025,school
,4.749641,6.007902,school
,4.751810,6.010303,school
,4.754077,6.011593,school
,4.744483,6.008998,school
,4.748216,6.008251,school
,4.744527,6.009805,school
,6.262676,9.050050,school
,6.266331,9.046135,school
,5.513397,8.290312,school
,5.517550,8.289837,school
,6.131017,8.408841,school
,5.639156,8.196683,school
,5.639140,8.201739,school
,5.570895,8.267776,school
,5.564914,8.266662,school
,6.741180,8.680085,school
,6.739457,8.676711,school
,5.639223,8.192868,school
,6.332451,9.009379,school
,6.332993,9.010679,school
,6.328683,9.009235,school
,6.329254,9.006545,school
,5.602734,8.822970,school
,6.732308,8.612173,school
,5.867973,8.427569,school
,5.899218,8.366396,school
,5.888342,8.363484,school
,6.837378,8.682756,school
,6.069008,8.477400,school
,6.727910,8.628184,school
,6.726957,8.626447,school
,5.867434,8.427335,school
,5.862055,8.424630,school
,6.847772,8.597382,school
,6.848526,8.599487,school
,6.253642,8.987103,school
,6.256996,8.987415,school
,6.792743,8.646821,school
,6.447260,9.049259,school
,6.450418,9.048755,school
,6.276667,9.056115,school
,6.351108,8.518437,school
,6.245317,8.423880,school
,6.249226,8.420915,school
,6.245869,8.425738,school
,6.265502,9.047859,school
,6.256801,8.987910,school
,6.362628,8.580354,school
,6.361500,8.584484,school
,6.279583,9.127678,school
,6.872340,8.750499,school
,6.738149,8.619543,school
,6.346460,5.098846,school
,6.346057,5.098822,school
,6.866594,8.750200,school
,6.863719,8.749830,school
,6.870100,8.749145,school
,6.762003,8.593108,school
,6.739081,8.678505,school
,6.773835,5.290070,school
,6.773734,5.289836,school
,6.735868,8.611468,school
,6.437293,5.143503,school
,6.436829,5.143784,school
,6.266633,5.108592,school
,6.806915,5.292111,school
,6.644528,5.441779,school
,6.392342,5.103124,school
,6.392693,5.103373,school
,6.391874,5.102595,school
,6.394003,5.103497,school
,6.393324,5.104055,school
,6.249565,5.358577,school
,6.250779,5.356509,school
,6.665082,5.458099,school
,6.178358,5.160607,school
,6.172152,5.163038,school
,6.172639,5.269745,school
,6.825136,5.312879,school
,5.119487,6.542313,school
,5.086675,6.539199,school
,5.070102,6.528267,school
,5.109689,6.503822,school
,5.104205,6.504545,school
,5.188499,6.555645,school
,4.806834,6.483069,school
,4.812933,6.511930,school
,4.818262,6.511799,school
,4.819691,6.510953,school
,4.715006,6.470325,school
,4.719249,6.469477,school
,4.719668,6.467865,school
,4.725108,6.464617,school
,4.713683,6.468217,school
,4.766321,6.498471,school
,4.762945,6.500468,school
,4.758298,7.381975,school
,4.758370,7.378296,school
,4.747015,7.359614,school
,4.754372,7.362189,school
,4.748249,7.360265,school
,4.749473,7.354833,school
,4.753759,7.367153,school
,4.740193,7.356050,school
,4.747239,7.359978,school
,4.787600,7.393578,school
,4.787939,7.392495,school
,4.797306,7.386375,school
,4.788614,7.390471,school
,4.750820,7.441219,school
,4.754326,7.437328,school
,4.749852,7.440934,school
,4.751381,7.439728,school
,6.494036,3.375990,school
,8.655891,7.546544,school
,8.655891,7.546646,school
,8.543964,8.229155,school
,8.539455,8.228957,school
,8.239335,7.956074,school
,8.697614,7.581178,school
,8.696799,7.583690,school
,8.433893,8.157525,school
,8.435346,8.159202,school
,8.633886,7.481483,school
