name,latitude,longitude,type
Masifa DC Primary School,8.141126,4.251310,school
Shehu Shagari Collage of Education,12.996678,5.214263,school
,9.759714,8.860644,school
Hope High Academy,9.756285,8.861263,school
Monika Kindergarten,5.171211,7.728487,school
St. Paul Secondary School,5.171780,7.727490,school
Lasoju comprehensive high school,8.360516,4.432141,school
,9.151589,7.627644,school
,9.195876,7.624850,school
,9.187060,7.628849,school
,9.174802,7.679110,school
,9.172683,7.683571,school
Sasa Community School,7.485862,3.913283,school
Whayinna Primary School,6.495643,3.388309,school
Makoko Dream Primary School,6.495404,3.388380,school
Doyisem Best Academy,6.494686,3.387578,school
Makoko Dream Nursery School,6.495713,3.388116,school
Forestry Research Institute of Nigeria,7.392191,3.862492,school
Folbim High School,6.625984,3.312411,school
Comprehensive High School Azuzuama,4.714184,5.942304,school
St Paul School,4.718174,5.944724,school
,12.510377,8.654703,school
,12.508644,8.655491,school
,12.508762,8.655464,school
,12.374398,8.566972,school
Iman International School,13.024155,5.189852,school
,11.197798,8.807346,school
,11.205773,8.804820,school
Great Success School,9.090401,7.207212,school
Department of Sociology,10.306070,11.174213,school
LIMAN PRIMARY DCHOOL,10.300673,11.174272,school
Religious department,10.305983,11.174546,school
GDSS GANDU,10.296494,11.173958,school
Early Child Care Development Education Primary School,10.300285,11.172837,school
Jauro Secondary school,10.299062,11.172415,school
NURAIN INTEGRATED SCHOOL,10.319148,11.160775,school
GDJSS,10.309241,11.178119,school
FCE (T) Gombe,10.315145,11.148224,school
Evangel Group of Schools,10.287629,11.151902,school
PEN RESOURCE ACADEMY (boarding sch)& ROBOTICS CENTER,10.290358,11.053318,school
Liberty College,6.592096,3.227515,school
Learnfast Comprehensive Academy,6.460641,3.168405,school
Victory Land College,6.460406,3.167536,school
RAUDHA,10.285442,11.184632,school
JSS SHONGO IDRISA,10.289785,11.079959,school
TOMPKINS SOLID ACADEMY GOMBE,10.288163,11.080259,school
"St. Mary's Roman Catholic Mission School I, Ifo",6.812429,3.196775,school
Arue Secondary School,6.736948,6.303536,school
,9.310556,7.240481,school
Govt. Junior Secondary School,9.068432,7.428698,school
IVBIYENEVA PRIMARY SCHOOL,6.320646,5.638888,school
Warrant Officers Academy,10.812983,7.546312,school
4 Demo Mess,10.809379,7.548409,school
Martin Luther Agwai International Peace Keeping Centre,10.811360,7.543973,school
Oyemekun Grammar School,7.260984,5.177583,school
St. Loius Grammar School,7.252493,5.179355,school
Mohammed Goni College of Legal and Islamic Studies,11.846908,13.148924,school
Mafoni Day Secondary School,11.845684,13.150302,school
Mafoni Primary School,11.844860,13.150758,school
Fiwasaye Girls' Grammar School,7.258518,5.218756,school
Omolere Group of School,7.261343,5.220516,school
Prudent Child First School,6.467531,7.491498,school
St. Mathias Grammar School,7.253033,5.209987,school
Islamic High School,7.419403,3.934207,school
community secondary school (CPS),5.333832,6.647008,school
Azaiki Institute of Science and Technology,4.933616,6.283081,school
"Federal Polytechnic, Ekowe",4.710473,6.092504,school
"Government Crafts Development Centre, Adagbabiri",5.205435,6.206550,school
"Bonny National Grammar School, BNGS",4.436658,7.171608,school
"King Pearl's Learning Field, Elelenwo",4.825644,7.081831,school
"Government Primary School, Bonny",4.437190,7.165730,school
"State Primary School, Olanada",4.833614,6.994701,school
Hansal International School,4.939326,6.357821,school
"Federal Government Girl's College, Imiringi",4.861495,6.373390,school
Cedar Court British International School,4.933944,6.283508,school
"St. Joseph's College, Ondo",7.104266,4.818371,school
JOVERT SCHOOL,5.488974,5.792392,school
Nasarawa state university,8.843162,7.906626,school
Jesus college,7.203856,8.153506,school
Bowen University,7.621138,4.192088,school
Ashaka School,10.919937,11.482310,school
GDSS Feshingo,10.916651,11.466840,school
st. augustine catholic primary school i,6.821700,3.925800,school
"our savior anglican primary school, italowayode",6.825500,3.909900,school
st. augustine catholic primary school ii,6.820747,3.926998,school
"Salvation Army Primary School III, Edu Agbara",6.504479,3.101310,school
"ansar-ud-deen primary school ii, onirugba",6.832200,3.931900,school
"local government primary school, iloti",6.816400,3.932200,school
"st. paul anglican primary school, igbololo",6.856400,3.644700,school
"local government school i, isheri-olofin",6.637100,3.385700,school
"st. michael primary school, apebi",6.812779,3.926568,school
"baptist day school, ereko",6.816000,3.929600,school
"christ church primary school ii, porogun",6.823492,3.912532,school
"moslem primary school i, etitale",6.819200,3.920900,school
"moslem primary school ii, etitale",6.819000,3.920800,school
"emmanuel anglican primary school ii, italupe",6.809400,3.918900,school
"st. andrew's anglican primary school, odoasonyin",6.831500,3.935400,school
"st. paul primary school, ayepe road",6.835700,3.658900,school
"local government primary school, igere",6.540800,3.086400,school
"african church central school, ososun",6.820492,3.233139,school
oba adeniyi sonariwo school sabo,6.830700,3.630400,school
"nawair ud deen primary school i, atan ota",6.660900,3.092100,school
first african church mission school ii adenrele ifo,6.808300,3.193200,school
oba adeniyi sonariwo school sabo,6.830154,3.633543,school
"ansar-udeen primary school, makun, sagamu",6.850647,3.634156,school
"baptist day school, ekundayo",6.819127,3.156701,school
local government primary school ewu-osi,6.852900,3.526400,school
"zumuratul islamiyah primary school, ojumele",6.847100,3.635800,school
"nawair ud deen primary school, ijoko",6.736883,3.260335,school
"local government primary school iii, temidire",6.827600,3.643500,school
"local government primary school, ifo",6.810600,3.188700,school
"local government primary school, baale-akinosi",6.681651,3.352057,school
"christ apostolic church primary school, degun",6.830100,3.919100,school
"local government primary school i, iroko aparadija",6.703400,3.271100,school
"african church primary school, ewu -oloja",6.760496,3.528063,school
"st. paul's anglican primary school iii, makun",6.851300,3.641600,school
"community primary school, bungalow",6.806939,3.202778,school
st. peter's roman catholic mission primary school sch i ota,6.691000,3.236100,school
"sokoya memorial wesley primary school, makun",6.851338,3.630168,school
"emmanuel anglican. primary school i, italupe",6.809723,3.919314,school
"emmanuel anglican. primary school i, italupe",6.810100,3.919300,school
"community primary school, ijoko-lemode",6.729800,3.285200,school
"ansar u deen primary school, igbafa",6.818000,3.634600,school
"zumuratul islamiyyah primary school, i akute",6.679800,3.368800,school
"united anglican primary school, ibogun egbeda",6.813800,3.107500,school
"ansar ud deen primary school, owode - ota",6.739700,3.216400,school
st. saviours anglican primary school ii ijoko,6.742477,3.254673,school
st. paul anglican primary school simawa,6.690137,3.238370,school
"ansar ud deen practising primary school i, ota",6.772690,3.493810,school
nawair ud deen primary school i ifo,6.813000,3.188600,school
"local government primary school ii, iroko aparadija",6.703100,3.271000,school
"african church primary school, igbore robiyan",6.746900,3.293400,school
nawair ud deen primary school ii ifo,6.813100,3.189200,school
"african church primary school ii, apelogun",6.834200,3.657400,school
"zumuratul islamiyah primary school, ojumele",6.846800,3.635900,school
"wesley primary school ojumele, makun",6.811200,3.181400,school
"wesley primary school ojumele, makun",6.847200,3.636400,school
"united primary school, matogun",6.723800,3.341700,school
"community primary school, olorunsogo",6.875500,3.317000,school
st. paul primary school ii makun,6.851700,3.641000,school
"evangelical african church school, abule-oke ifo",6.752000,3.211400,school
"wesley primary school ii, oko",6.852400,3.651000,school
"baptist day school, pakoto ifo",6.802571,3.200609,school
st. collemciles primary school. ofin,6.847100,3.654600,school
"United Anglican Primary School, Ibogun Egbeda",6.534150,3.132390,school
"Ansar Ud Deen Primary School, Owode - Ota",6.640930,3.052460,school
"Community Primaryschool, Orile-Ifo",6.687580,3.331730,school
St. Peter'S Roman Catholic Mission Primary School Sch Ii Ota,6.610020,3.118140,school
St. Paul Anglican Primary School Simawa,6.725730,3.999160,school
"Ansar Ud Deen Practising Primary School I, Ota",6.528780,3.134210,school
Nawair Ud Deen Primary School I Ifo,6.588910,2.942410,school
Nawair Ud Deen Primary School Ii Ifo,6.573420,3.150200,school
"African Church Primary School Ii, Apelogun",6.603350,3.196330,school
St. Micheal African Church Primary School Ii Ota,6.704440,3.320180,school
Emmanuel African Church School Ifo,6.590970,3.068600,school
"Wesley Primary School Ojumele, Makun",6.541010,3.011860,school
"United Primary School, Matogun",6.526390,3.142030,school
"Community Primary School, Olorunsogo",6.594440,2.935000,school
"Wesley Primary School, Soyindo",6.674240,3.057460,school
St. Paul Primary School Ii Makun,6.530540,3.136500,school
"Local Government Primary School I, Ijagba",6.745920,3.663250,school
"Wesley Primary School Ii, Oko",6.723990,3.218930,school
"Baptist Day School, Pakoto Ifo",6.722130,3.288110,school
St. Collemciles Primary School. Ofin,6.609310,2.993720,school
"Local Government Primary School, Elero Igbesa",6.675350,3.126190,school
United African Methodist School Eleja Dodo,6.754620,3.229690,school
"Community Primary School, Tigbo",6.591520,2.944760,school
"Community Primary School, Ilupeju",6.683270,3.237280,school
"Local Government Primary School, Ore Akinde",6.753151,3.600671,school
"St. Alloysius Catholic. Pry School, Iloti.",6.701850,3.341640,school
Salvation Army Primary School I Igbesa,6.591600,2.942180,school
"Community Primary School, Ijomu",6.708917,3.236951,school
"United African Methodist Church Primary School, Elemoki",6.591930,2.938980,school
"Ansar Ud Deen Primary School,Ewutagbe",6.760530,3.238370,school
"African Church Primary School,Odan Abuja",6.702150,3.355420,school
"Salvation Army Primary School I, Agbara",6.583797,3.191860,school
"Community Primary School, Araromi Oke-Aro",6.667327,3.128894,school
"Salvation Army Primary School,Idoye",6.527290,2.926700,school
St. Peter'S And Paul'S School Eruku,6.671700,3.044510,school
"Baptist Day Primary School,Igbesa",6.678694,3.133628,school
"Roman Catholic Mission Primary School, Agbari",6.634760,3.111670,school
African Church Sch Onse-Olose,6.688830,3.229341,school
"All Saints Primary School, Igbesa",6.689129,3.229358,school
"Local Government Primary School, Ipatira",6.694660,3.058240,school
"St. John'S Anglican Primary School, Ode-Lemo",6.560720,2.960490,school
Community Primary School New-Lemode,6.800040,3.183740,school
"Africa Church Central Primary School, Onibuku",6.580540,2.930650,school
"Community Primary School,Owode Titun",6.688570,3.022440,school
"St. James Anglican Primary School Ii, Ado Odo",6.742144,3.263063,school
"Local Government Primary School, Ita-Merin",6.683600,3.235300,school
"Methodist Central Primary School I, Ado Odo",6.637770,3.206980,school
"Local Government Primary School Iii, Sango Ota",6.682050,3.229640,school
"All Saints Primary School, Ado Odo",6.676088,3.223446,school
"St.Peter Anglican Primary School, Agooro",6.588420,2.931430,school
"Community Primary School, Akeredolu",6.671440,3.058120,school
St. Peters Anglican Primary School Itele-Ota,6.716170,3.353763,school
"Local Government Primary School, Joga Owode",6.592320,2.941660,school
"Roman Catholic Mission Primary School, Itire",6.517170,3.199130,school
St. Peters Primary School Amode-Ota,6.595910,2.954290,school
"Ansar Ud Deen Primary School, Iju Ota",6.677780,3.036440,school
"Africa Church Primary School, Lemomu",6.742630,3.278010,school
"Zion Methodist Primary School I, Ota",6.725980,3.219870,school
"Zion Methodist Primary School Ii, Ota",6.535740,3.068140,school
"Local Government Primary School, Kajola - Iboro",6.712360,3.196580,school
"United Anglican Primary School, Tigbo-Ogan",6.521240,3.060840,school
St. Joseph Roman Catholic Mission Primary School Sch Ii Ado Odo,6.850510,3.650250,school
"Africa Church Primary School, Oluwanisola Ota",6.641920,3.087720,school
"Local Government Primary School, Obeere Atan",6.831230,3.647060,school
"Ebenezer African Church Primary School, Ijoko",6.801010,3.200510,school
"St. John'S Anglican Primary School Iii, Ogijo",6.831100,3.647040,school
St. Peters Anglican Primary School Odan Otun,6.661100,3.182244,school
"Methodist Primary School, Oko Omi",6.712070,3.075650,school
"Local Government Primary School Ii, Otun Ota",6.825190,3.643750,school
"Africa Church Primary School, Liasu Balogun",6.678674,3.134488,school
"Local Government Primary School, Ado-Odo",6.661560,3.182404,school
"Community Primary School, Wasimi Ajibawo",6.692050,3.367370,school
"Community Primary School, Onibudo",6.681550,3.229030,school
"Local Government Primary School, Totowu",6.694818,3.236606,school
"Community Primary School, Ijigbo",6.586070,3.074670,school
"Methodist Primary School, Oke Ore",6.535410,2.898430,school
"Community Primary School, David Camp",6.547550,2.948350,school
"Local Government Primary School Iii, Ijako Ota",6.849690,3.629580,school
"Salvation Army Primary School I, Edu Agbara",6.817370,3.206330,school
"Ebenezer African Church Primary School Ii, Ewupe Ota",6.650480,3.061200,school
Imoro Ogijo Comm. Primary School Ogijo,6.806790,3.908820,school
"Salvation Army Primary School Ii, Edu Agbara",6.559180,2.928610,school
"Local Government Primary School, Idanyin",6.818950,3.271230,school
"St. John'S Anglican Primary School Ii, Ogijo",6.686110,3.579910,school
St. Peters Anglican Primary School Onigbonbo,6.830060,3.647860,school
"Local Government Primary School I, Sabo",6.711610,3.306960,school
Local Government Primary School Irasusi,6.685920,3.503640,school
"Local Government Primary School Iii, Sabo",6.753010,3.102220,school
"St. Peter African Church Primary School I, Iyesi",6.711504,3.265268,school
"All Saints Primary School, Araromi Ota",6.811580,3.196740,school
"Local Government Primary School I Temidire, Sabo",6.831323,3.501920,school
"Nawair Ud Deen Primary School, Iju-Ota",6.669170,3.374410,school
"St. Peter African Church Primary School Ii, Iyesi",6.725660,3.195270,school
"Zion African Church Primary School, Otun",6.643740,2.941630,school
"Christ Apostolic Church Primary School,Olorunisola",6.810350,3.922130,school
St. Micheal African Church Primary School I Ota,6.581050,3.047860,school
"Community Primary School, Orile Igboko",6.551810,3.044500,school
"Methodist Primary School, Soki Ere",6.583420,3.023670,school
"African Church Primary School, Bandu",6.808670,3.210610,school
School For Children With Special Needs,6.785200,3.207630,school
"Community Primary School, Kajola Orile",6.808710,3.210440,school
"United African Primary School, Ajegunle Ota",6.711050,3.306630,school
"Moslem Primary School, Imepe",6.785200,3.207630,school
"Methodist Primary School, Agboku-Igbekan",6.562230,2.942880,school
"Local Government Primary School, Ifote",6.729680,3.585850,school
St. Paul'S (Rcm) Primary School Igode,6.706100,3.960310,school
"Wesley Primary School, Gbara",6.523270,3.140150,school
"Local Government Primary School Ii, Sabo",6.684790,3.085210,school
"Community Primary School, Olambe",6.650750,2.983330,school
"St. Peter'S African Church School, Oke-Aro",6.734230,3.981720,school
"Ansarudeen Primary School, Imushin-Ogijo",6.684080,3.368980,school
"Africa Church Primay School, Oniyanmo",6.827380,3.230380,school
"Community Primary School,Iloye",6.749120,3.307760,school
"African Church School, Omitoro",6.746680,3.283520,school
"Zumuratul Islamiyyah Primary School, Iii Ishasi",6.814480,3.930050,school
"United African Primary School, Ajibode Konifewo",6.711510,3.230610,school
"Roman Catholic Mission Primary School, Isalu",6.656600,3.091370,school
"Local Government Primary School, Ajerogun",6.617530,3.087310,school
Salvation Army Primary School Egudu-Baale,6.713620,3.962120,school
St. Stephen'S Roman Catholic Mission Primary School Ajogbo Asokere,6.682900,3.321421,school
"Local Government School, Oba-Oke",6.813740,3.107480,school
"African Church Primary School I, Ilepa",6.851430,3.656110,school
"St. David'S Anglican School, Orogbe",6.665170,4.005360,school
"Community Primary School, Adiyan",6.805620,3.590720,school
"African Church School Ii, Ilepa",6.692960,3.286210,school
"Local Government Primary School, Ayede",6.807710,3.160720,school
"Christ Church Primary School, Isiwo",6.764730,3.257930,school
"Local Government Primary School, Igbe-Igbesa",6.804920,3.192600,school
"Ebenezer African Church Primary School, Oloparun",6.817860,3.186960,school
"Our Savior /Mary Primary School, Odokwu",6.612810,3.227770,school
"Zumuratul Islamiyyah Primary School, Ii Akute",6.818225,3.184795,school
"Nawair Ud Deen Primary School, Odulagun",6.672520,3.176240,school
"Community Primary School, Onipetesi",6.760030,3.107230,school
"St. John'S Anglican Primary School, Sunren Okenla Ifo",6.728410,3.328920,school
"School For Children With Special Needs, Epe Garage",6.834360,3.722000,school
"United African Church Primary School Ii, Kooko Atan",6.614350,3.225530,school
"United African Church Primary School I, Kooko Atan",6.795050,3.243110,school
"Community Primary School School, Obasa",6.834510,3.123040,school
"Methodist Primary School, Odugbe",6.750680,3.272980,school
"St. Patrick'S Catholic Primary School, Isiwo",6.831890,3.908020,school
"St. Peter School Ii, Oke-Aro",6.818340,3.930310,school
"St. Anne'S Catholic Primary School, Irawo",6.542760,3.129670,school
Wesley Primary School Sotunbo,6.685480,3.290430,school
"Community Primary School, Akera",6.807860,3.911530,school
"Local Government Primary School, Akinsinde",6.681940,3.296760,school
"St. Peter'S Anglican Primary School, Tomoba",6.662370,3.092850,school
"Community Primary School, Abule Sule",6.821300,3.915450,school
"Community Primary School, Mose",6.683870,3.298010,school
"Salvation Army School, Coker",6.708670,3.236270,school
"Ansar Ud Deen Primary School Ii, Alaagba",6.755270,3.184710,school
"Local Government School Ii, Abekoko",6.740220,3.260740,school
"Local Government Primary School I, Sango Ota",6.767960,3.225060,school
"Ilupeju Community Primary School I, Iyana Iyesi",6.767190,3.147220,school
"First Anglican Church Mission Central School, Olowu",6.812370,3.246410,school
"Local Government Primary School, Orudu Oluwo",6.816830,3.185590,school
"Ansar U Deen Primary School, Odelemo",6.792520,3.203210,school
"Local Government Primary School, Ajeregun",6.851250,3.641780,school
"Ansar Ud Deen Primary School I, Alaagba",6.723670,3.162900,school
"Baptist Day School, Ibogun Olaogun",6.714573,3.306022,school
"Communty Primary School, Ago-Ajeri",6.699710,3.303290,school
"Local Government Primary School, Obalende",6.770280,3.135330,school
"Joke Taiwo Primary School, Apebi",6.675440,3.126400,school
"Mahdiyyat Memorial Primary School, Onirugba",6.680260,3.184590,school
"China-Nigeria Friendship Model Primary School,Igbesa",6.816390,3.095850,school
"St. Paul'S African Church School I, Agbado",6.811400,3.157650,school
Wasimi African Church Primary School Imepe,6.714612,3.306543,school
"Nawair Ud Deen Primary School Ii, Atan Ota",6.816720,3.900980,school
"Christ Church Primary School I, Porogun",6.841810,3.646500,school
"St. Paul'S African Church Primary School, Agbado",6.723640,3.162920,school
"Local Government Primary School Iv, Sango Ota",6.815370,3.897540,school
"St. Peters (F.A.C.M) Primary School, Imepe",6.822060,3.913210,school
"Community Primary School, Igbusi",6.803010,3.194900,school
"Nawair Ud Deen Primary School, Ijoko-Ota",6.794836,3.122364,school
"Community Primary School, Ogungbade",6.814070,3.922680,school
"Local Government Primary School, Orogan-Adewolu",6.670470,3.157580,school
"St. James School African Church School,Seriki",6.686320,3.580040,school
"Anglican Central N/P School Ii, Okenla Ifo",6.580495,2.930502,school
"African Church Primary School, Ayede Ifo",6.849590,3.911200,school
St. Paul'S Primary School I Makun,6.842180,3.648920,school
St. Paul'S African Church Primary School Ilogbo Ota,6.822836,3.914386,school
"First African Church Mission School, Ibaragun",6.810670,3.913000,school
African Church Primary School I Okungbolu,6.793757,3.314929,school
"Community School, Moboluwaduro",6.794100,3.946580,school
"Ilupeju Community Primary School Ii, Iyana Iyesi",6.825480,3.909860,school
"Community Primary School, Olaparun",6.504417,3.101732,school
"Christ Church Primary School, Sabo",6.856350,3.644740,school
"St. Paul Primary School I, Ijoku",6.637796,3.384459,school
"St. Paul'S African Church Primary School I, Ilogbo Ota",6.812573,3.926581,school
"United Anglican Primary School, Alapako-Sogunje",6.622980,3.143010,school
"Otubu Memorial Primary School, Apebi",6.591380,2.998800,school
"Africa Church Primary School, Meesan Ota",6.663290,3.360000,school
"African Church Primary School, Ijoku",6.644520,3.171530,school
"Wesley Primary School, Molupa Road",6.528750,2.997860,school
"Omoluwabi Model Primary School, Imepe",6.705720,3.244120,school
"St.Saviour'S School, Olayemi",6.534100,3.023690,school
"Precious Stone Primary School, Imepe",6.815990,3.929570,school
St. Paul Primary School Oke Ate,6.823500,3.912480,school
"Ansar-Ud-Deen Primary School I, Otta",6.819250,3.920850,school
"St.John'S African Church Primary School, Itoki",6.660920,3.092120,school
"St. Francis (Rcm) Primary School, Igbosoro",6.808330,3.193250,school
"St. Barnabas' African Church Primary School, Osuke-Ota",6.829960,3.633510,school
"Local Government Primary School, Idolehin",6.850720,3.634010,school
"Community Primary School, Ojo-Ogundele",6.819110,3.156685,school
"St. Paul'S Anglican Primary School, Emuren",6.852910,3.526440,school
Comminity Primary School Olomu Agosi,6.542270,2.964600,school
"Community Primary School, Legun",6.847080,3.635830,school
Salvation Army Primary School Ijaba-Ota,6.736810,3.260280,school
"Local Government Primary School, Ijegemo",6.641040,3.049080,school
"Moslem Primary School I, Isoku",6.812250,3.114440,school
St. Francis Primary School. Fakale,6.687383,3.204174,school
"St. Paul Primary School, Alagbo Ofin",6.604160,3.067170,school
"Local Government Primary School, Eriyo Gbaga",6.812550,3.196880,school
"Otunba Gbenga Daniel Model Primary School, Ewu-Oliwo",6.812652,3.196594,school
"St. Mary'S Roman Catholic Mission School Ii, Ifo",6.649000,3.370080,school
"Emily Tinuosho Obadina Community School Ii, Ajowa",6.684450,3.299920,school
Local Government School Itori-Ota,6.689930,3.293980,school
"Community Primaryschool, Emily-Obadina",6.578900,3.086570,school
"Emmanuel Anglican Church School, Ibogun Odejimi",6.851340,3.641550,school
"Community Primary, Ojodu Abiodun",6.806960,3.202790,school
"Christ Church School, Olomu-Ifo",6.841760,3.648970,school
Ang. Church Primary School Keto Mosimi,6.690990,3.236080,school
"Local Government Primary School Ii, Ijagba",6.729770,3.285210,school
First African Church Mission School I Adenrele Ifo,6.811050,3.192250,school
"Baptist Day Primary School, Iloro",6.817970,3.634600,school
"Oba Moshood Oyede Community Primary School, Onipanu",6.739680,3.216380,school
"St.Joseph'S Anglican Primary School,Odonoko",6.742450,3.254750,school
Local Government. School Ketu Adie Owe,6.690140,3.238410,school
"St. Mary'S Roman Catholic Mission School I, Ifo",6.772710,3.493840,school
"Nawair-Ur-Deen Primary School, I Agbado",6.812953,3.188600,school
"Community Primary School, Ii Ojodu-Abiodun",6.703070,3.271030,school
"Nawair-Ur-Deen Primary School, Ii Agbado",6.746870,3.293420,school
"Nawair Ud Deen Primary School , Ikogbo",6.834210,3.657440,school
"Our Lady Of Apostle Primary School, Epe Garage",6.847250,3.636440,school
"Community Primary School, Warewa",6.852350,3.650980,school
"First African Church Mission School Iii, Aderenle",6.847070,3.654580,school
"Community Primary School School, Obasa",6.876848,3.307271,school
"St. Mark'S Anglican Primary School, Iwelepe",6.876100,3.573500,school
"St. John'S Anglican Primary School, Sunren Okenla Ifo",6.873400,3.297800,school
Local Government Primary School Irasusi,6.872000,3.556800,school
"Ansar U Deen Primary School, Ofin Sagamu",6.851400,3.656100,school
Sokoya Memorial Wesley Primary School. Makun,6.851331,3.630140,school
"Ansar-Udeen Primary School, Makun, Sagamu",6.850700,3.634000,school
"Wesley Primary School I, Oko",6.850500,3.650300,school
School For Children With Special Needs,6.849700,3.629600,school
"Molupa Community Primary School, Molipa.",6.849600,3.911200,school
"African Church Primary School, Ijoku",6.842200,3.648900,school
"United African Mission Church, Eleja Sagamu",6.842000,3.641800,school
"Wesley Primary School, Gbara",6.842000,3.641800,school
"St. Paul Primary School I, Ijoku",6.841800,3.646500,school
"St. Paul Primary School Ii, Ijoku",6.841800,3.649000,school
St. Paul Primary School Oke Ate,6.839300,3.633100,school
"Mahdiyyat Memorial Primary School, Onirugba",6.837900,3.933200,school
"Olu-Ola Primary School, Igbeba",6.835200,3.936700,school
"Baptist Day School, Ibogun Olaogun",6.834500,3.123000,school
"Ansar U Deen Primary School, Odelemo",6.834400,3.722000,school
"Local Government Primary School, Obalende",6.831900,3.908000,school
"St. Paul'S Anglican Primary School, Ayetoro",6.831294,3.501896,school
"Local Government Primary School I, Sabo",6.831200,3.647100,school
"Local Government Primary School Iii, Sabo",6.831100,3.647000,school
"Emily Tinuosho Obadina Community School Ii, Ajowa",6.830900,3.195200,school
"Community Primaryschool, Emily-Obadina",6.830100,3.197900,school
"Local Government Primary School Ii, Sabo",6.830100,3.647900,school
Oba Adeniyi Sonariwo School Sabo,6.830000,3.633500,school
Comminity Primary School Olomu Agosi,6.828700,3.205300,school
"Local Government Primary School, Iju-Aga",6.827400,3.230400,school
"Community Primaryschool, Orile-Ifo",6.826600,3.185700,school
"Local Government Primary School I Temidire, Sabo",6.825200,3.643700,school
"Ansar-Ud-Deen Primary School I, Otta",6.825100,3.925500,school
"Christ Church Primary School Ii, Porogun",6.823500,3.912500,school
"Wesley Primary School, Molupa Road",6.822815,3.914411,school
"Christ Church Primary School Iii, Porogun",6.822100,3.913200,school
"Christ Church Primary School I, Porogun",6.821300,3.915400,school
"St. Peters (F.A.C.M) Primary School, Imepe",6.820800,3.926800,school
St. Augustine Catholic Primary School Ii,6.820800,3.926800,school
"African Church Central School, Ososun",6.820300,3.233300,school
"Baptist Day School, Ekundayo",6.818963,3.156738,school
"Local Government Primary School, Ifote",6.819000,3.271200,school
"Joke Taiwo Primary School, Apebi",6.818300,3.930300,school
"Local Government School Ii, Abekoko",6.818200,3.184800,school
"Local Government School, Abekoko",6.817900,3.187000,school
"Community Primary School, Kajola Orile",6.817400,3.206300,school
"Anglican Central N/P School Ii, Okenla Ifo",6.816800,3.185600,school
"Christ Church Primary School, Sabo",6.816700,3.901000,school
"St. Mary'S Roman Catholic Mission School Ii, Ifo",6.816500,3.208300,school
St David'S Anglican Primary School Ibogun Sowunmi,6.816400,3.095800,school
"Salvation Army School, Coker",6.816200,3.195800,school
"Moslem Primary School, Sabo-Molode",6.815400,3.897500,school
"School For Children With Special Needs, Epe Garage",6.814500,3.930000,school
"Otubu Memorial Primary School, Apebi",6.814100,3.922700,school
"United Anglican Primary School, Ibogun Egbeda",6.813700,3.107500,school
"Anglican Central N/P School I, Okenla Ifo",6.813500,3.193200,school
"St. Michael Primary School, Apebi",6.812982,3.926366,school
"St. Mary'S Roman Catholic Mission School I, Ifo",6.812610,3.196603,school
"St. James School African Church School,Seriki",6.812400,3.246400,school
"Emmanuel Anglican Church School, Ibogun Odejimi",6.812200,3.114400,school
"African Church School, Omitoro",6.811600,3.196700,school
"Community Primary School, Olaparun",6.811400,3.157700,school
Emmanuel African Church School Ifo,6.811200,3.181400,school
First African Church Mission School I Adenrele Ifo,6.811000,3.192200,school
"First African Church Mission School Iii, Aderenle",6.811000,3.192200,school
"Omoluwabi Model Primary School, Imepe",6.810700,3.913000,school
"Moslem Primary School Ii, Isoku",6.810400,3.922100,school
"Moslem Primary School I, Isoku",6.810400,3.922100,school
"St. David'S Anglican School, Orogbe",6.808700,3.210400,school
Wasimi African Church Primary School Imepe,6.807900,3.911500,school
"Local Government Primary School, Akinsinde",6.807700,3.160700,school
"Community Primary School, Bungalow",6.807000,3.202800,school
"Moslem Primary School, Imepe",6.806800,3.908800,school
Wesley Primary School Sotunbo,6.805600,3.590700,school
"Community Primary School, Mose",6.804900,3.192600,school
"African Church Primary School, Apode",6.803000,3.194900,school
"Baptist Day School, Pakoto Ifo",6.802600,3.200700,school
"Community Primary School, Abata-Titun",6.801000,3.200500,school
"United Anglican Primary School, Tigbo-Ogan",6.800000,3.183700,school
"African Church Primary School, Kajola Ifo",6.795100,3.243100,school
"United Anglican Primary School, Alapako-Sogunje",6.794811,3.122379,school
"Precious Stone Primary School, Imepe",6.794100,3.946600,school
"St.Saviour'S School, Olayemi",6.793700,3.314900,school
"African Church Primary School, Ayede Ifo",6.792500,3.203200,school
"African Church Primary School I, Ilepa",6.785200,3.207600,school
"African Church School Ii, Ilepa",6.785200,3.207600,school
St. Paul Anglican Primary School Simawa,6.772700,3.493810,school
"Local Government Primary School, Coker Market",6.770300,3.135300,school
"Community Primary School, Ogungbade",6.768000,3.225100,school
"Local Government Primary School, Orogan-Adewolu",6.767200,3.147200,school
"Community Primary School, Abule Sule",6.764700,3.257900,school
"First African Church Mission School, Ibaragun",6.761835,3.326159,school
"St.Peter Anglican Primary School, Agooro",6.760500,3.238400,school
"African Church Primary School, Ewu -Oloja",6.760400,3.528200,school
"First Anglican Church Mission Central School, Olowu",6.760000,3.107200,school
"Community Primary School, Igbusi",6.755257,3.184707,school
"Community Primary School,Owode Titun",6.754600,3.229700,school
"Local Government Primary School, Ita-Merin",6.753111,3.600681,school
"Africa Church Primay School, Oniyanmo",6.753000,3.102200,school
"Communty Primary School, Ago-Ajeri",6.750700,3.273000,school
"Nawair Ud Deen Primary School, Odulagun",6.749100,3.307800,school
